Date,Mkt-RF,SMB,HML,RF
1926-09-01,    0.36,   -1.40,    0.13,    0.23
1926-10-01,   -3.24,   -0.09,    0.70,    0.32
1926-11-01,    2.53,   -0.10,   -0.51,    0.31
1926-12-01,    2.62,   -0.03,   -0.05,    0.28
1927-01-01,   -0.06,   -0.37,    4.54,    0.25
1927-02-01,    4.18,    0.04,    2.94,    0.26
1927-03-01,    0.13,   -1.65,   -2.61,    0.30
1927-04-01,    0.46,    0.30,    0.81,    0.25
1927-05-01,    5.44,    1.53,    4.73,    0.30
1927-06-01,   -2.34,    0.59,   -1.73,    0.26
1927-07-01,    7.26,   -3.25,   -1.14,    0.30
1927-08-01,    1.97,   -0.69,   -3.74,    0.28
1927-09-01,    4.76,   -3.63,   -0.63,    0.21
1927-10-01,   -4.31,    2.12,   -4.33,    0.25
1927-11-01,    6.58,    2.72,   -0.27,    0.21
1927-12-01,    2.09,    0.97,   -1.13,    0.22
1928-01-01,   -0.68,    4.26,   -0.75,    0.25
1928-02-01,   -1.70,   -2.06,   -0.65,    0.33
1928-03-01,    8.81,   -0.26,   -1.22,    0.29
1928-04-01,    4.23,    3.98,    3.44,    0.22
1928-05-01,    1.52,    2.85,   -3.27,    0.32
1928-06-01,   -4.85,   -3.52,   -0.03,    0.31
1928-07-01,    0.62,   -1.32,   -0.50,    0.32
1928-08-01,    6.68,   -2.06,   -2.15,    0.32
1928-09-01,    2.88,    2.41,    0.86,    0.27
1928-10-01,    1.33,    2.22,   -2.16,    0.41
1928-11-01,   11.81,   -1.78,    2.70,    0.38
1928-12-01,    0.36,   -0.86,   -0.65,    0.06
1929-01-01,    4.66,   -3.56,   -1.24,    0.34
1929-02-01,   -0.34,   -0.38,    1.66,    0.36
1929-03-01,   -0.89,   -4.71,    1.58,    0.34
1929-04-01,    1.43,   -0.97,    0.59,    0.36
1929-05-01,   -6.39,   -5.37,   -1.42,    0.44
1929-06-01,    9.70,   -2.17,   -2.79,    0.52
1929-07-01,    4.46,   -3.88,    2.71,    0.33
1929-08-01,    8.18,   -9.59,    0.13,    0.40
1929-09-01,   -5.47,    1.19,   -0.65,    0.35
1929-10-01,  -20.12,   -4.01,    7.78,    0.46
1929-11-01,  -12.74,   -1.72,    5.05,    0.37
1929-12-01,    1.33,   -4.50,   -0.54,    0.37
1930-01-01,    5.61,    3.55,   -0.96,    0.14
1930-02-01,    2.50,    0.19,    0.20,    0.30
1930-03-01,    7.10,    3.41,    0.33,    0.35
1930-04-01,   -2.06,   -0.35,   -0.35,    0.21
1930-05-01,   -1.66,   -2.01,   -0.73,    0.26
1930-06-01,  -16.27,   -3.38,    2.33,    0.27
1930-07-01,    4.12,   -0.28,   -1.75,    0.20
1930-08-01,    0.30,   -2.10,   -0.61,    0.09
1930-09-01,  -12.75,   -2.21,   -4.96,    0.22
1930-10-01,   -8.78,   -0.12,   -1.38,    0.09
1930-11-01,   -3.04,    2.23,   -3.66,    0.13
1930-12-01,   -7.83,   -4.60,   -5.25,    0.14
1931-01-01,    6.24,    3.45,    7.12,    0.15
1931-02-01,   10.88,    3.59,    1.92,    0.04
1931-03-01,   -6.43,    2.98,   -3.44,    0.13
1931-04-01,   -9.98,   -4.45,   -3.82,    0.08
1931-05-01,  -13.24,    5.35,   -6.57,    0.09
1931-06-01,   13.90,   -5.32,   11.29,    0.08
1931-07-01,   -6.62,    1.42,   -2.11,    0.06
1931-08-01,    0.41,   -1.95,   -1.47,    0.03
1931-09-01,  -29.13,    0.54,   -6.77,    0.03
1931-10-01,    8.04,   -1.87,    1.70,    0.10
1931-11-01,   -9.08,    4.31,   -5.04,    0.17
1931-12-01,  -13.53,   -0.55,   -8.85,    0.12
1932-01-01,   -1.58,    3.93,    9.03,    0.23
1932-02-01,    5.46,   -2.78,   -1.46,    0.23
1932-03-01,  -11.21,    2.27,   -2.32,    0.16
1932-04-01,  -17.96,    1.45,    1.43,    0.11
1932-05-01,  -20.51,    3.91,   -2.98,    0.06
1932-06-01,   -0.70,    0.33,    5.30,    0.02
1932-07-01,   33.84,   -4.59,   35.61,    0.03
1932-08-01,   37.06,   13.41,   34.24,    0.03
1932-09-01,   -2.94,   -2.08,   -7.36,    0.03
1932-10-01,  -13.17,   -2.56,  -10.33,    0.02
1932-11-01,   -5.88,    2.00,  -13.11,    0.02
1932-12-01,    4.40,   -8.64,   -7.72,    0.01
1933-01-01,    1.25,    0.63,    6.36,    0.01
1933-02-01,  -15.24,   -2.58,   -2.95,   -0.03
1933-03-01,    3.29,    3.79,    7.54,    0.04
1933-04-01,   38.85,    3.07,   19.65,    0.10
1933-05-01,   21.43,   36.56,   19.19,    0.04
1933-06-01,   13.11,    8.42,   -1.78,    0.02
1933-07-01,   -9.63,   -1.05,    3.27,    0.02
1933-08-01,   12.05,   -5.39,    3.00,    0.03
1933-09-01,  -10.65,   -0.40,  -11.74,    0.02
1933-10-01,   -8.36,   -0.20,   -8.57,    0.01
1933-11-01,    9.97,   -6.47,    2.32,    0.02
1933-12-01,    1.83,    0.63,   -1.56,    0.02
1934-01-01,   12.60,   12.69,   15.59,    0.05
1934-02-01,   -2.50,    5.10,    2.00,    0.02
1934-03-01,    0.09,    2.51,   -2.70,    0.02
1934-04-01,   -1.79,    2.73,   -3.73,    0.01
1934-05-01,   -7.25,   -0.29,   -5.89,    0.01
1934-06-01,    2.64,   -2.23,   -2.96,    0.01
1934-07-01,  -10.96,   -6.95,  -10.70,    0.01
1934-08-01,    5.58,    5.37,    0.09,    0.01
1934-09-01,   -0.23,   -1.52,   -1.20,    0.01
1934-10-01,   -1.66,    1.24,   -5.08,    0.01
1934-11-01,    8.33,    6.48,   -2.15,    0.01
1934-12-01,    0.36,    3.06,   -3.14,    0.01
1935-01-01,   -3.45,    1.07,   -1.90,    0.01
1935-02-01,   -1.94,    0.37,   -7.44,    0.02
1935-03-01,   -3.68,   -3.59,   -5.12,    0.01
1935-04-01,    9.06,   -1.47,    4.47,    0.01
1935-05-01,    3.47,   -3.34,    2.65,    0.01
1935-06-01,    5.93,   -2.57,   -1.69,    0.01
1935-07-01,    7.51,    1.88,    6.93,    0.01
1935-08-01,    2.65,    6.20,    6.08,    0.01
1935-09-01,    2.63,    1.53,   -4.07,    0.01
1935-10-01,    7.03,    2.72,   -2.37,    0.01
1935-11-01,    4.88,    4.54,   12.06,    0.02
1935-12-01,    4.56,    0.17,    0.95,    0.01
1936-01-01,    6.89,    5.23,   10.34,    0.01
1936-02-01,    2.49,    0.95,    4.51,    0.01
1936-03-01,    0.99,    0.69,   -1.44,    0.02
1936-04-01,   -8.14,   -6.06,   -2.15,    0.02
1936-05-01,    5.19,    0.91,    2.61,    0.02
1936-06-01,    2.40,   -3.20,   -1.20,    0.03
1936-07-01,    6.67,    1.00,    2.40,    0.01
1936-08-01,    0.99,    0.60,    3.82,    0.02
1936-09-01,    0.98,    3.08,    0.90,    0.01
1936-10-01,    7.12,   -2.43,    2.47,    0.02
1936-11-01,    3.27,    8.77,   -1.21,    0.01
1936-12-01,    0.21,    3.96,    4.30,    0.00
1937-01-01,    3.35,    4.34,    2.61,    0.01
1937-02-01,    1.09,    1.05,    4.83,    0.02
1937-03-01,   -0.27,   -1.69,    6.50,    0.01
1937-04-01,   -7.36,   -3.83,   -3.66,    0.03
1937-05-01,   -0.83,   -0.68,   -3.48,    0.06
1937-06-01,   -4.21,   -3.76,   -3.33,    0.03
1937-07-01,    8.91,    0.89,    0.81,    0.03
1937-08-01,   -4.86,    0.44,   -2.25,    0.02
1937-09-01,  -13.61,   -6.98,   -4.57,    0.04
1937-10-01,   -9.61,    0.41,   -1.55,    0.02
1937-11-01,   -8.31,   -3.60,    0.15,    0.02
1937-12-01,   -4.24,   -7.74,   -0.40,    0.00
1938-01-01,    0.49,    4.84,   -1.61,    0.00
1938-02-01,    5.84,    0.40,   -2.02,    0.00
1938-03-01,  -23.82,   -4.34,   -3.54,   -0.01
1938-04-01,   14.51,    6.46,    0.23,    0.01
1938-05-01,   -3.83,   -2.51,   -0.27,    0.00
1938-06-01,   23.87,    4.30,    0.32,    0.00
1938-07-01,    7.34,    6.64,    2.20,   -0.01
1938-08-01,   -2.67,   -2.45,   -4.72,    0.00
1938-09-01,    0.81,   -2.73,   -1.62,    0.02
1938-10-01,    7.80,    5.81,    5.03,    0.01
1938-11-01,   -1.72,   -2.57,   -1.22,   -0.06
1938-12-01,    4.19,   -1.82,    0.53,    0.00
1939-01-01,   -5.96,   -1.55,   -3.94,   -0.01
1939-02-01,    3.51,    0.63,    2.95,    0.01
1939-03-01,  -11.99,   -4.75,   -8.31,   -0.01
1939-04-01,   -0.18,    1.67,   -0.30,    0.00
1939-05-01,    6.80,    2.80,    0.49,    0.01
1939-06-01,   -5.31,   -1.01,   -5.42,    0.01
1939-07-01,   10.24,    4.32,   -0.03,    0.00
1939-08-01,   -6.68,   -4.61,   -2.42,   -0.01
1939-09-01,   16.88,   20.24,   22.22,    0.01
1939-10-01,   -0.53,   -0.01,   -4.89,    0.00
1939-11-01,   -3.62,   -5.07,   -6.46,    0.00
1939-12-01,    3.03,    0.79,   -4.06,    0.00
1940-01-01,   -2.41,    0.21,   -0.81,    0.00
1940-02-01,    1.44,    2.51,   -0.33,    0.00
1940-03-01,    2.05,    1.25,   -1.27,    0.00
1940-04-01,    0.22,    3.92,   -0.13,    0.00
1940-05-01,  -21.95,   -6.66,   -3.69,   -0.02
1940-06-01,    6.67,   -2.13,    4.62,    0.00
1940-07-01,    3.16,    1.01,   -0.74,    0.01
1940-08-01,    2.19,   -0.11,    0.56,   -0.01
1940-09-01,    2.39,    3.22,   -1.13,    0.00
1940-10-01,    3.02,    0.28,    4.64,    0.00
1940-11-01,   -1.61,    1.94,    0.12,    0.00
1940-12-01,    0.69,   -2.15,   -0.89,    0.00
1941-01-01,   -4.17,    1.00,    3.83,   -0.01
1941-02-01,   -1.43,   -1.56,    0.89,   -0.01
1941-03-01,    0.84,    0.10,    3.04,    0.01
1941-04-01,   -5.46,   -1.68,    3.41,   -0.01
1941-05-01,    1.39,   -0.65,    0.60,    0.00
1941-06-01,    5.83,    1.32,    0.59,    0.00
1941-07-01,    5.87,    5.71,    7.25,    0.03
1941-08-01,   -0.17,   -0.42,   -1.10,    0.01
1941-09-01,   -0.87,   -0.99,   -0.28,    0.01
1941-10-01,   -5.25,   -2.02,    1.63,    0.00
1941-11-01,   -1.92,   -1.21,   -0.64,    0.00
1941-12-01,   -4.87,   -2.99,   -5.94,    0.01
1942-01-01,    0.79,    7.53,   10.10,    0.02
1942-02-01,   -2.46,    1.72,   -1.13,    0.01
1942-03-01,   -6.58,    1.77,   -0.62,    0.01
1942-04-01,   -4.37,   -0.60,    2.09,    0.01
1942-05-01,    5.94,   -3.05,   -2.65,    0.03
1942-06-01,    2.69,   -1.22,    0.54,    0.02
1942-07-01,    3.51,   -0.15,    2.40,    0.03
1942-08-01,    1.80,   -0.09,    1.35,    0.03
1942-09-01,    2.61,    0.63,    2.35,    0.03
1942-10-01,    6.82,    1.75,    6.39,    0.03
1942-11-01,    0.15,   -1.50,   -4.21,    0.03
1942-12-01,    5.12,   -2.51,    0.58,    0.03
1943-01-01,    7.13,    8.80,    8.18,    0.03
1943-02-01,    6.15,    4.75,    6.40,    0.03
1943-03-01,    6.01,    4.99,    5.48,    0.03
1943-04-01,    0.81,    2.05,    5.82,    0.03
1943-05-01,    5.74,    4.35,    3.25,    0.03
1943-06-01,    1.82,   -1.02,   -0.70,    0.03
1943-07-01,   -4.77,   -2.39,   -2.29,    0.03
1943-08-01,    1.30,   -0.60,   -0.43,    0.03
1943-09-01,    2.40,    1.29,    1.43,    0.03
1943-10-01,   -1.15,    0.58,    1.64,    0.03
1943-11-01,   -5.91,   -1.65,   -4.02,    0.03
1943-12-01,    6.36,    3.34,    3.24,    0.03
1944-01-01,    1.74,    2.55,    2.16,    0.03
1944-02-01,    0.37,   -0.10,    0.84,    0.03
1944-03-01,    2.46,    1.73,    3.43,    0.02
1944-04-01,   -1.69,   -1.37,   -1.14,    0.03
1944-05-01,    5.07,    1.68,    1.04,    0.03
1944-06-01,    5.49,    4.01,    1.75,    0.03
1944-07-01,   -1.49,    0.58,   -0.42,    0.03
1944-08-01,    1.57,    2.33,   -1.49,    0.03
1944-09-01,    0.01,    0.49,   -1.16,    0.02
1944-10-01,    0.16,   -0.15,   -0.33,    0.03
1944-11-01,    1.71,    0.36,    2.38,    0.03
1944-12-01,    4.03,    2.25,    5.91,    0.02
1945-01-01,    2.01,    2.46,    0.67,    0.03
1945-02-01,    6.23,    1.55,    4.34,    0.02
1945-03-01,   -3.89,   -1.60,   -1.74,    0.02
1945-04-01,    7.80,    0.32,    3.24,    0.03
1945-05-01,    1.73,    1.52,    0.36,    0.03
1945-06-01,    0.39,    3.12,    4.21,    0.02
1945-07-01,   -2.17,   -1.52,   -2.62,    0.03
1945-08-01,    6.20,    1.50,   -4.27,    0.03
1945-09-01,    4.77,    1.70,    0.42,    0.03
1945-10-01,    3.89,    2.38,    2.13,    0.03
1945-11-01,    5.39,    4.31,    3.96,    0.02
1945-12-01,    1.20,    2.10,   -2.28,    0.03
1946-01-01,    6.24,    3.91,    2.48,    0.03
1946-02-01,   -5.83,   -0.71,   -1.46,    0.03
1946-03-01,    5.87,    0.29,   -0.54,    0.03
1946-04-01,    4.23,    2.35,    0.32,    0.03
1946-05-01,    3.93,    1.46,    1.28,    0.03
1946-06-01,   -3.89,   -1.58,   -0.39,    0.03
1946-07-01,   -2.69,   -2.07,    0.07,    0.03
1946-08-01,   -6.44,   -1.84,    0.55,    0.03
1946-09-01,  -10.17,   -4.40,   -1.92,    0.03
1946-10-01,   -1.44,    0.10,    3.46,    0.03
1946-11-01,   -0.01,   -0.44,    1.47,    0.03
1946-12-01,    4.96,    0.08,   -1.36,    0.03
1947-01-01,    1.25,    2.20,   -0.73,    0.03
1947-02-01,   -1.08,    0.68,    0.15,    0.03
1947-03-01,   -1.67,   -1.62,    0.61,    0.03
1947-04-01,   -4.80,   -3.96,    0.85,    0.03
1947-05-01,   -0.97,   -3.26,    0.33,    0.03
1947-06-01,    5.29,   -0.30,   -0.59,    0.03
1947-07-01,    4.14,    1.43,    2.82,    0.03
1947-08-01,   -1.74,    0.32,    0.18,    0.03
1947-09-01,   -0.54,    1.64,    1.36,    0.06
1947-10-01,    2.47,    0.51,    0.07,    0.06
1947-11-01,   -1.97,   -1.71,    1.10,    0.06
1947-12-01,    3.00,   -2.46,    3.71,    0.08
1948-01-01,   -3.93,    2.50,    1.39,    0.07
1948-02-01,   -4.38,   -1.72,    0.07,    0.07
1948-03-01,    8.07,    0.14,    4.50,    0.09
1948-04-01,    3.65,   -1.65,    4.11,    0.08
1948-05-01,    7.30,    0.91,   -1.27,    0.08
1948-06-01,   -0.10,   -1.82,    2.81,    0.09
1948-07-01,   -5.09,   -0.33,    0.14,    0.08
1948-08-01,    0.25,   -1.11,    0.28,    0.09
1948-09-01,   -2.97,   -1.23,   -1.71,    0.04
1948-10-01,    5.96,   -1.50,    0.58,    0.04
1948-11-01,   -9.30,   -0.60,   -4.13,    0.04
1948-12-01,    3.26,   -2.82,   -1.94,    0.04
1949-01-01,    0.23,    1.77,    1.23,    0.10
1949-02-01,   -2.93,   -1.90,   -0.86,    0.09
1949-03-01,    4.04,    2.50,    1.29,    0.10
1949-04-01,   -1.87,   -0.89,   -1.13,    0.09
1949-05-01,   -2.94,   -0.79,   -2.37,    0.10
1949-06-01,    0.10,   -0.91,   -1.65,    0.10
1949-07-01,    5.54,    0.55,    0.37,    0.09
1949-08-01,    2.60,    0.20,   -0.55,    0.09
1949-09-01,    3.09,    1.00,    0.19,    0.09
1949-10-01,    3.14,    1.04,   -0.48,    0.09
1949-11-01,    1.82,   -1.02,   -0.96,    0.08
1949-12-01,    5.13,    2.06,    1.77,    0.09
1950-01-01,    1.70,    3.33,    0.12,    0.09
1950-02-01,    1.48,    0.03,   -0.79,    0.09
1950-03-01,    1.26,   -1.44,   -2.81,    0.10
1950-04-01,    3.94,    1.94,    1.30,    0.09
1950-05-01,    4.31,   -2.10,    0.46,    0.10
1950-06-01,   -5.94,   -2.34,   -0.70,    0.10
1950-07-01,    1.36,    0.69,   13.56,    0.10
1950-08-01,    4.85,    0.76,   -1.50,    0.10
1950-09-01,    4.81,    0.49,   -1.07,    0.10
1950-10-01,   -0.18,   -0.47,    1.30,    0.12
1950-11-01,    2.76,   -0.89,    3.33,    0.11
1950-12-01,    5.54,    1.47,    7.36,    0.11
1951-01-01,    5.70,    1.76,    3.64,    0.13
1951-02-01,    1.41,    0.08,   -2.85,    0.10
1951-03-01,   -2.15,   -0.77,   -4.10,    0.11
1951-04-01,    4.86,   -1.45,    3.27,    0.13
1951-05-01,   -2.34,    0.00,   -1.37,    0.12
1951-06-01,   -2.62,   -2.06,   -3.75,    0.12
1951-07-01,    6.94,   -1.99,    2.06,    0.13
1951-08-01,    4.27,    0.99,   -0.13,    0.13
1951-09-01,    0.70,    1.87,    0.63,    0.12
1951-10-01,   -2.53,   -0.22,    0.23,    0.16
1951-11-01,    0.57,   -0.32,   -0.06,    0.11
1951-12-01,    3.33,   -2.26,   -1.59,    0.12
1952-01-01,    1.45,   -0.61,    1.55,    0.15
1952-02-01,   -2.62,    0.82,   -0.61,    0.12
1952-03-01,    4.44,   -2.99,    2.17,    0.11
1952-04-01,   -4.97,    0.46,   -0.10,    0.12
1952-05-01,    3.20,   -1.00,    0.04,    0.13
1952-06-01,    3.83,   -1.64,    1.24,    0.15
1952-07-01,    0.91,   -0.40,   -0.35,    0.15
1952-08-01,   -0.76,    1.15,    0.01,    0.15
1952-09-01,   -2.03,    1.11,   -1.52,    0.16
1952-10-01,   -0.66,   -1.05,   -0.46,    0.14
1952-11-01,    5.94,   -0.72,    0.97,    0.10
1952-12-01,    2.93,   -1.48,    0.19,    0.16
1953-01-01,   -0.34,    3.61,    1.32,    0.16
1953-02-01,   -0.27,    2.15,   -0.09,    0.14
1953-03-01,   -1.43,   -0.22,   -0.85,    0.18
1953-04-01,   -2.83,    0.30,    1.57,    0.16
1953-05-01,    0.52,   -0.07,    0.23,    0.17
1953-06-01,   -1.89,   -1.87,   -0.47,    0.18
1953-07-01,    2.40,   -1.00,   -0.22,    0.15
1953-08-01,   -4.52,    0.29,   -3.53,    0.17
1953-09-01,    0.20,   -0.84,   -2.44,    0.16
1953-10-01,    4.60,   -1.35,   -0.25,    0.13
1953-11-01,    2.83,   -1.30,   -0.15,    0.08
1953-12-01,    0.03,   -0.85,   -2.84,    0.13
1954-01-01,    5.13,    0.48,    3.44,    0.11
1954-02-01,    1.67,   -0.19,   -0.29,    0.07
1954-03-01,    3.65,   -0.54,   -1.50,    0.08
1954-04-01,    4.27,   -3.44,   -0.34,    0.09
1954-05-01,    3.09,    0.41,    2.45,    0.05
1954-06-01,    1.07,    0.38,    0.01,    0.06
1954-07-01,    4.99,    1.06,    4.13,    0.05
1954-08-01,   -2.34,    2.69,   -1.38,    0.05
1954-09-01,    6.39,   -2.53,    0.68,    0.09
1954-10-01,   -1.67,    0.62,    0.67,    0.07
1954-11-01,    9.38,   -2.62,    4.40,    0.06
1954-12-01,    5.48,    2.12,    5.66,    0.08
1955-01-01,    0.60,    0.36,    2.14,    0.08
1955-02-01,    3.02,    1.59,    0.58,    0.09
1955-03-01,   -0.16,   -0.74,    1.97,    0.10
1955-04-01,    3.11,   -1.62,    0.68,    0.10
1955-05-01,    0.93,   -0.28,   -0.96,    0.14
1955-06-01,    6.55,   -4.65,    1.84,    0.10
1955-07-01,    1.90,   -1.17,    0.35,    0.10
1955-08-01,    0.21,   -0.44,    0.72,    0.16
1955-09-01,   -0.36,    0.35,   -0.99,    0.16
1955-10-01,   -2.68,    1.48,   -0.15,    0.18
1955-11-01,    7.03,   -2.22,    0.33,    0.17
1955-12-01,    1.49,    2.16,   -2.30,    0.18
1956-01-01,   -3.03,    0.37,    0.95,    0.22
1956-02-01,    3.77,   -0.98,   -0.43,    0.19
1956-03-01,    6.64,   -2.09,   -0.46,    0.15
1956-04-01,    0.28,    0.01,   -0.24,    0.19
1956-05-01,   -5.20,    1.45,   -1.31,    0.23
1956-06-01,    3.48,   -1.48,   -1.13,    0.20
1956-07-01,    4.84,   -1.66,   -0.04,    0.22
1956-08-01,   -3.18,    1.89,   -0.74,    0.17
1956-09-01,   -5.14,    1.57,    1.76,    0.18
1956-10-01,    0.52,   -0.10,   -0.06,    0.25
1956-11-01,    0.36,   -0.21,    1.78,    0.20
1956-12-01,    3.16,   -0.01,   -2.15,    0.24
1957-01-01,   -3.58,    3.37,    2.81,    0.27
1957-02-01,   -2.06,   -0.72,   -0.72,    0.24
1957-03-01,    2.13,    0.26,   -0.48,    0.23
1957-04-01,    4.26,   -1.59,   -1.45,    0.25
1957-05-01,    3.45,   -1.05,   -2.10,    0.26
1957-06-01,   -0.74,    0.54,    0.01,    0.24
1957-07-01,    0.66,   -0.76,    0.43,    0.30
1957-08-01,   -5.11,    0.05,   -0.41,    0.25
1957-09-01,   -5.98,    0.08,    0.92,    0.26
1957-10-01,   -4.32,   -2.52,   -1.80,    0.29
1957-11-01,    2.30,    0.40,   -2.87,    0.28
1957-12-01,   -3.91,   -0.98,   -1.62,    0.24
1958-01-01,    4.66,    4.39,    4.19,    0.28
1958-02-01,   -1.52,    0.65,    0.33,    0.12
1958-03-01,    3.27,    0.65,   -0.97,    0.09
1958-04-01,    3.09,   -0.62,    1.61,    0.08
1958-05-01,    2.31,    2.16,   -0.26,    0.11
1958-06-01,    2.93,   -0.19,    0.40,    0.03
1958-07-01,    4.39,    0.47,    3.06,    0.07
1958-08-01,    1.91,    1.18,    0.36,    0.04
1958-09-01,    4.66,    0.12,    2.85,    0.19
1958-10-01,    2.53,    1.09,   -1.18,    0.18
1958-11-01,    3.01,    1.97,   -1.18,    0.11
1958-12-01,    5.15,   -2.03,    0.03,    0.22
1959-01-01,    0.71,    3.02,    2.91,    0.21
1959-02-01,    0.95,    1.46,    1.16,    0.19
1959-03-01,    0.28,    1.49,   -0.34,    0.22
1959-04-01,    3.66,   -0.60,   -1.23,    0.20
1959-05-01,    1.73,   -2.16,    1.79,    0.22
1959-06-01,   -0.25,    0.67,    1.31,    0.25
1959-07-01,    3.17,   -0.30,    0.23,    0.25
1959-08-01,   -1.39,   -0.76,    0.44,    0.19
1959-09-01,   -4.80,   -0.09,    0.55,    0.31
1959-10-01,    1.28,    1.44,   -2.10,    0.30
1959-11-01,    1.60,    1.23,   -3.21,    0.26
1959-12-01,    2.45,   -0.58,   -0.07,    0.34
1960-01-01,   -6.98,    2.09,    2.78,    0.33
1960-02-01,    1.17,    0.51,   -1.93,    0.29
1960-03-01,   -1.63,   -0.49,   -2.94,    0.35
1960-04-01,   -1.71,    0.32,   -2.28,    0.19
1960-05-01,    3.12,    1.21,   -3.70,    0.27
1960-06-01,    2.08,   -0.21,   -0.34,    0.24
1960-07-01,   -2.37,   -0.51,    1.98,    0.13
1960-08-01,    3.01,    0.87,   -0.18,    0.17
1960-09-01,   -5.99,   -1.11,    1.62,    0.16
1960-10-01,   -0.71,   -4.08,    2.83,    0.22
1960-11-01,    4.69,    0.40,   -2.43,    0.13
1960-12-01,    4.71,   -1.55,   -0.81,    0.16
1961-01-01,    6.20,    0.64,    3.72,    0.19
1961-02-01,    3.57,    3.93,   -0.66,    0.14
1961-03-01,    2.89,    3.30,   -0.73,    0.20
1961-04-01,    0.29,    0.07,    2.12,    0.17
1961-05-01,    2.40,    2.01,    0.37,    0.18
